,optimizer,initializer,regularization,activation_function,best_valid_acc,last_valid_acc,last_train_acc,model,dropout
161,adamW,GlorotNormal,l2,sigmoid,0.8956666588783264,0.8931666612625122,0.8956296443939209,vanilla_NN,0.5
162,adamW,HeNormal,,relu,0.8993333578109741,0.8916666507720947,0.9453518390655518,vanilla_NN,0
163,adamW,HeNormal,,relu,0.8943333625793457,0.8859999775886536,0.8979259133338928,vanilla_NN,0.3
164,adamW,HeNormal,,relu,0.8841666579246521,0.8713333606719971,0.8682407140731812,vanilla_NN,0.5
165,adamW,HeNormal,,tanh,0.8853333592414856,0.8794999718666077,0.9054259061813354,vanilla_NN,0
166,adamW,HeNormal,,tanh,0.8805000185966492,0.8711666464805603,0.8762962818145752,vanilla_NN,0.3
167,adamW,HeNormal,,tanh,0.8736666440963745,0.8721666932106018,0.8513333201408386,vanilla_NN,0.5
168,adamW,HeNormal,,sigmoid,0.8985000252723694,0.8916666507720947,0.9578889012336731,vanilla_NN,0
169,adamW,HeNormal,,sigmoid,0.9013333320617676,0.8991666436195374,0.9166111350059509,vanilla_NN,0.3
170,adamW,HeNormal,,sigmoid,0.8971666693687439,0.8931666612625122,0.8946666717529297,vanilla_NN,0.5
171,adamW,HeNormal,l1,relu,0.8966666460037231,0.8901666402816772,0.944351851940155,vanilla_NN,0
172,adamW,HeNormal,l1,relu,0.8930000066757202,0.8865000009536743,0.8986296057701111,vanilla_NN,0.3
173,adamW,HeNormal,l1,relu,0.8823333382606506,0.8823333382606506,0.8694629669189453,vanilla_NN,0.5
174,adamW,HeNormal,l1,tanh,0.8841666579246521,0.8734999895095825,0.9026851654052734,vanilla_NN,0
175,adamW,HeNormal,l1,tanh,0.8820000290870667,0.874833345413208,0.8737592697143555,vanilla_NN,0.3
176,adamW,HeNormal,l1,tanh,0.875166654586792,0.8733333349227905,0.8518148064613342,vanilla_NN,0.5
177,adamW,HeNormal,l1,sigmoid,0.8951666951179504,0.8949999809265137,0.9552407264709473,vanilla_NN,0
178,adamW,HeNormal,l1,sigmoid,0.9028333425521851,0.8964999914169312,0.9182778000831604,vanilla_NN,0.3
179,adamW,HeNormal,l1,sigmoid,0.8966666460037231,0.893666684627533,0.8946666717529297,vanilla_NN,0.5
180,adamW,HeNormal,l2,relu,0.8955000042915344,0.8955000042915344,0.9453703761100769,vanilla_NN,0
181,adamW,HeNormal,l2,relu,0.8964999914169312,0.890500009059906,0.8998703956604004,vanilla_NN,0.3
182,adamW,HeNormal,l2,relu,0.8834999799728394,0.8778333067893982,0.8644629716873169,vanilla_NN,0.5
183,adamW,HeNormal,l2,tanh,0.8841666579246521,0.8821666836738586,0.9076851606369019,vanilla_NN,0
184,adamW,HeNormal,l2,tanh,0.8823333382606506,0.8806666731834412,0.8744629621505737,vanilla_NN,0.3
185,adamW,HeNormal,l2,tanh,0.8723333477973938,0.8713333606719971,0.851722240447998,vanilla_NN,0.5
186,adamW,HeNormal,l2,sigmoid,0.9028333425521851,0.8996666669845581,0.9570000171661377,vanilla_NN,0
187,adamW,HeNormal,l2,sigmoid,0.9011666774749756,0.8964999914169312,0.9161111116409302,vanilla_NN,0.3
188,adamW,HeNormal,l2,sigmoid,0.8983333110809326,0.8946666717529297,0.8930185437202454,vanilla_NN,0.5
189,adamW,RandomNormal,,relu,0.8971666693687439,0.8840000033378601,0.945388913154602,vanilla_NN,0
190,adamW,RandomNormal,,relu,0.8949999809265137,0.8949999809265137,0.8978703618049622,vanilla_NN,0.3
191,adamW,RandomNormal,,relu,0.8834999799728394,0.8793333172798157,0.8693888783454895,vanilla_NN,0.5
192,adamW,RandomNormal,,tanh,0.8831666707992554,0.8761666417121887,0.9055555462837219,vanilla_NN,0
193,adamW,RandomNormal,,tanh,0.8823333382606506,0.8791666626930237,0.8782963156700134,vanilla_NN,0.3
194,adamW,RandomNormal,,tanh,0.8744999766349792,0.8733333349227905,0.8514814972877502,vanilla_NN,0.5
195,adamW,RandomNormal,,sigmoid,0.8968333601951599,0.8920000195503235,0.956166684627533,vanilla_NN,0
196,adamW,RandomNormal,,sigmoid,0.9006666541099548,0.8961666822433472,0.9183148145675659,vanilla_NN,0.3
197,adamW,RandomNormal,,sigmoid,0.8945000171661377,0.8923333287239075,0.8940370082855225,vanilla_NN,0.5
198,adamW,RandomNormal,l1,relu,0.8983333110809326,0.8923333287239075,0.9457592368125916,vanilla_NN,0
199,adamW,RandomNormal,l1,relu,0.8943333625793457,0.8866666555404663,0.8990740776062012,vanilla_NN,0.3
200,adamW,RandomNormal,l1,relu,0.8826666474342346,0.8799999952316284,0.8701111078262329,vanilla_NN,0.5
201,adamW,RandomNormal,l1,tanh,0.8855000138282776,0.8744999766349792,0.904703676700592,vanilla_NN,0
202,adamW,RandomNormal,l1,tanh,0.8849999904632568,0.8849999904632568,0.8752407431602478,vanilla_NN,0.3
203,adamW,RandomNormal,l1,tanh,0.8738333582878113,0.8708333373069763,0.8516296148300171,vanilla_NN,0.5
204,adamW,RandomNormal,l1,sigmoid,0.8995000123977661,0.8934999704360962,0.9560555815696716,vanilla_NN,0
205,adamW,RandomNormal,l1,sigmoid,0.9003333449363708,0.893666684627533,0.9173518419265747,vanilla_NN,0.3
206,adamW,RandomNormal,l1,sigmoid,0.8968333601951599,0.8943333625793457,0.8937036991119385,vanilla_NN,0.5
207,adamW,RandomNormal,l2,relu,0.9001666903495789,0.8964999914169312,0.9458518624305725,vanilla_NN,0
208,adamW,RandomNormal,l2,relu,0.8963333368301392,0.8963333368301392,0.8984073996543884,vanilla_NN,0.3
209,adamW,RandomNormal,l2,relu,0.8828333616256714,0.8788333535194397,0.8685926198959351,vanilla_NN,0.5
210,adamW,RandomNormal,l2,tanh,0.8831666707992554,0.8776666522026062,0.9029814600944519,vanilla_NN,0
211,adamW,RandomNormal,l2,tanh,0.8826666474342346,0.8758333325386047,0.8738148212432861,vanilla_NN,0.3
212,adamW,RandomNormal,l2,tanh,0.8728333115577698,0.8686666488647461,0.8525000214576721,vanilla_NN,0.5
213,adamW,RandomNormal,l2,sigmoid,0.8985000252723694,0.8943333625793457,0.9573518633842468,vanilla_NN,0
214,adamW,RandomNormal,l2,sigmoid,0.9020000100135803,0.9020000100135803,0.9174444675445557,vanilla_NN,0.3
215,adamW,RandomNormal,l2,sigmoid,0.8951666951179504,0.8951666951179504,0.8923333287239075,vanilla_NN,0.5
216,adamW,GlorotNormal,,relu,0.8966666460037231,0.8949999809265137,0.9449999928474426,vanilla_NN,0
217,adamW,GlorotNormal,,relu,0.8946666717529297,0.890333354473114,0.896407425403595,vanilla_NN,0.3
218,adamW,GlorotNormal,,relu,0.8853333592414856,0.8853333592414856,0.866518497467041,vanilla_NN,0.5
219,adamW,GlorotNormal,,tanh,0.887333333492279,0.8834999799728394,0.9067037105560303,vanilla_NN,0
220,adamW,GlorotNormal,,tanh,0.8849999904632568,0.8813333511352539,0.8747037053108215,vanilla_NN,0.3
221,adamW,GlorotNormal,,tanh,0.874833345413208,0.8703333139419556,0.8497962951660156,vanilla_NN,0.5
222,adamW,GlorotNormal,,sigmoid,0.9008333086967468,0.9008333086967468,0.9547777771949768,vanilla_NN,0
223,adamW,GlorotNormal,,sigmoid,0.9023333191871643,0.9001666903495789,0.9168518781661987,vanilla_NN,0.3
224,adamW,GlorotNormal,,sigmoid,0.8945000171661377,0.8945000171661377,0.8944073915481567,vanilla_NN,0.5
225,adamW,GlorotNormal,l1,relu,0.8949999809265137,0.8923333287239075,0.9455370306968689,vanilla_NN,0
226,adamW,GlorotNormal,l1,relu,0.8951666951179504,0.8951666951179504,0.8978703618049622,vanilla_NN,0.3
227,adamW,GlorotNormal,l1,relu,0.8809999823570251,0.8761666417121887,0.8655925989151001,vanilla_NN,0.5
228,adamW,GlorotNormal,l1,tanh,0.8846666812896729,0.875333309173584,0.9064074158668518,vanilla_NN,0
229,adamW,GlorotNormal,l1,tanh,0.8830000162124634,0.8805000185966492,0.8765000104904175,vanilla_NN,0.3
230,adamW,GlorotNormal,l1,tanh,0.8725000023841858,0.8711666464805603,0.8521666526794434,vanilla_NN,0.5
231,adamW,GlorotNormal,l1,sigmoid,0.9001666903495789,0.9001666903495789,0.954962968826294,vanilla_NN,0
232,adamW,GlorotNormal,l1,sigmoid,0.9016666412353516,0.8976666927337646,0.9185555577278137,vanilla_NN,0.3
233,adamW,GlorotNormal,l1,sigmoid,0.8943333625793457,0.8914999961853027,0.8948147892951965,vanilla_NN,0.5
234,adamW,GlorotNormal,l2,relu,0.8968333601951599,0.890500009059906,0.9452592730522156,vanilla_NN,0
235,adamW,GlorotNormal,l2,relu,0.890999972820282,0.8849999904632568,0.8947222232818604,vanilla_NN,0.3
236,adamW,GlorotNormal,l2,relu,0.8843333125114441,0.8763333559036255,0.8679074048995972,vanilla_NN,0.5
237,adamW,GlorotNormal,l2,tanh,0.8851666450500488,0.8644999861717224,0.9060555696487427,vanilla_NN,0
238,adamW,GlorotNormal,l2,tanh,0.8815000057220459,0.8773333430290222,0.8753148317337036,vanilla_NN,0.3
239,adamW,GlorotNormal,l2,tanh,0.8728333115577698,0.8713333606719971,0.8527592420578003,vanilla_NN,0.5
240,adamW,GlorotNormal,l2,sigmoid,0.8996666669845581,0.8964999914169312,0.9567221999168396,vanilla_NN,0
241,adamW,GlorotNormal,l2,sigmoid,0.9024999737739563,0.8973333239555359,0.9182407259941101,vanilla_NN,0.3
242,adamW,GlorotNormal,l2,sigmoid,0.8956666588783264,0.8920000195503235,0.8940185308456421,vanilla_NN,0.5
243,adamW,HeNormal,,relu,0.893833339214325,0.8826666474342346,0.9374629855155945,vanilla_NN,0
244,adamW,HeNormal,,relu,0.890666663646698,0.8845000267028809,0.8893703818321228,vanilla_NN,0.3
245,adamW,HeNormal,,relu,0.8784999847412109,0.8738333582878113,0.8546666502952576,vanilla_NN,0.5
246,adamW,HeNormal,,tanh,0.8771666884422302,0.8675000071525574,0.8855370283126831,vanilla_NN,0
247,adamW,HeNormal,,tanh,0.874666690826416,0.8669999837875366,0.8613148331642151,vanilla_NN,0.3
248,adamW,HeNormal,,tanh,0.8683333396911621,0.8644999861717224,0.8371296525001526,vanilla_NN,0.5
249,adamW,HeNormal,,sigmoid,0.8986666798591614,0.8964999914169312,0.9465370178222656,vanilla_NN,0
250,adamW,HeNormal,,sigmoid,0.9011666774749756,0.8964999914169312,0.9117962718009949,vanilla_NN,0.3
251,adamW,HeNormal,,sigmoid,0.8923333287239075,0.8883333206176758,0.8886851668357849,vanilla_NN,0.5
252,adamW,HeNormal,l1,relu,0.8960000276565552,0.8924999833106995,0.9362221956253052,vanilla_NN,0
253,adamW,HeNormal,l1,relu,0.8896666765213013,0.8896666765213013,0.8869259357452393,vanilla_NN,0.3
254,adamW,HeNormal,l1,relu,0.8728333115577698,0.8663333058357239,0.8505926132202148,vanilla_NN,0.5
255,adamW,HeNormal,l1,tanh,0.8809999823570251,0.8613333106040955,0.8849444389343262,vanilla_NN,0
256,adamW,HeNormal,l1,tanh,0.875333309173584,0.8734999895095825,0.8628518581390381,vanilla_NN,0.3
257,adamW,HeNormal,l1,tanh,0.8661666512489319,0.8616666793823242,0.836814820766449,vanilla_NN,0.5
258,adamW,HeNormal,l1,sigmoid,0.8964999914169312,0.8956666588783264,0.9470555782318115,vanilla_NN,0
259,adamW,HeNormal,l1,sigmoid,0.8991666436195374,0.8963333368301392,0.9103518724441528,vanilla_NN,0.3
260,adamW,HeNormal,l1,sigmoid,0.8953333497047424,0.890500009059906,0.8893148303031921,vanilla_NN,0.5
261,adamW,HeNormal,l2,relu,0.8948333263397217,0.8914999961853027,0.939129650592804,vanilla_NN,0
262,adamW,HeNormal,l2,relu,0.8928333520889282,0.8805000185966492,0.888092577457428,vanilla_NN,0.3
263,adamW,HeNormal,l2,relu,0.8761666417121887,0.8711666464805603,0.855055570602417,vanilla_NN,0.5
264,adamW,HeNormal,l2,tanh,0.8765000104904175,0.859333336353302,0.8849074244499207,vanilla_NN,0
265,adamW,HeNormal,l2,tanh,0.874666690826416,0.8708333373069763,0.8621481657028198,vanilla_NN,0.3
266,adamW,HeNormal,l2,tanh,0.8669999837875366,0.8643333315849304,0.8372777700424194,vanilla_NN,0.5
267,adamW,HeNormal,l2,sigmoid,0.8986666798591614,0.893833339214325,0.9442963004112244,vanilla_NN,0
268,adamW,HeNormal,l2,sigmoid,0.9008333086967468,0.9008333086967468,0.9121666550636292,vanilla_NN,0.3
269,adamW,HeNormal,l2,sigmoid,0.8953333497047424,0.8921666741371155,0.8896111249923706,vanilla_NN,0.5
270,adamW,RandomNormal,,relu,0.8960000276565552,0.8941666483879089,0.9395555257797241,vanilla_NN,0
271,adamW,RandomNormal,,relu,0.8913333415985107,0.8886666893959045,0.8886666893959045,vanilla_NN,0.3
272,adamW,RandomNormal,,relu,0.8759999871253967,0.8575000166893005,0.8532037138938904,vanilla_NN,0.5
273,adamW,RandomNormal,,tanh,0.8759999871253967,0.8675000071525574,0.8874629735946655,vanilla_NN,0
274,adamW,RandomNormal,,tanh,0.878333330154419,0.8765000104904175,0.8621851801872253,vanilla_NN,0.3
275,adamW,RandomNormal,,tanh,0.8668333292007446,0.8668333292007446,0.8408518433570862,vanilla_NN,0.5
276,adamW,RandomNormal,,sigmoid,0.8978333473205566,0.887333333492279,0.9454073905944824,vanilla_NN,0
277,adamW,RandomNormal,,sigmoid,0.9016666412353516,0.8899999856948853,0.9115185141563416,vanilla_NN,0.3
278,adamW,RandomNormal,,sigmoid,0.893666684627533,0.8901666402816772,0.8881481289863586,vanilla_NN,0.5
279,adamW,RandomNormal,l1,relu,0.8939999938011169,0.8911666870117188,0.937166690826416,vanilla_NN,0
280,adamW,RandomNormal,l1,relu,0.8895000219345093,0.8808333277702332,0.8907222151756287,vanilla_NN,0.3
281,adamW,RandomNormal,l1,relu,0.8806666731834412,0.8721666932106018,0.8567222356796265,vanilla_NN,0.5
282,adamW,RandomNormal,l1,tanh,0.878000020980835,0.8708333373069763,0.8854444622993469,vanilla_NN,0
283,adamW,RandomNormal,l1,tanh,0.8743333220481873,0.8696666955947876,0.8585740923881531,vanilla_NN,0.3
284,adamW,RandomNormal,l1,tanh,0.8675000071525574,0.8586666584014893,0.8373518586158752,vanilla_NN,0.5
285,adamW,RandomNormal,l1,sigmoid,0.8978333473205566,0.8845000267028809,0.9471666812896729,vanilla_NN,0
286,adamW,RandomNormal,l1,sigmoid,0.8988333344459534,0.8970000147819519,0.911037027835846,vanilla_NN,0.3
287,adamW,RandomNormal,l1,sigmoid,0.8949999809265137,0.8921666741371155,0.8881111145019531,vanilla_NN,0.5
288,adamW,RandomNormal,l2,relu,0.8955000042915344,0.8833333253860474,0.937833309173584,vanilla_NN,0
289,adamW,RandomNormal,l2,relu,0.8889999985694885,0.8866666555404663,0.8892592787742615,vanilla_NN,0.3
290,adamW,RandomNormal,l2,relu,0.8768333196640015,0.871999979019165,0.8533889055252075,vanilla_NN,0.5
291,adamW,RandomNormal,l2,tanh,0.8816666603088379,0.8761666417121887,0.8885926008224487,vanilla_NN,0
292,adamW,RandomNormal,l2,tanh,0.878333330154419,0.8740000128746033,0.8605185151100159,vanilla_NN,0.3
293,adamW,RandomNormal,l2,tanh,0.8666666746139526,0.8619999885559082,0.8386481404304504,vanilla_NN,0.5
294,adamW,RandomNormal,l2,sigmoid,0.8999999761581421,0.8921666741371155,0.9471111297607422,vanilla_NN,0
295,adamW,RandomNormal,l2,sigmoid,0.8968333601951599,0.8958333134651184,0.9123333096504211,vanilla_NN,0.3
296,adamW,RandomNormal,l2,sigmoid,0.893666684627533,0.8916666507720947,0.8882407546043396,vanilla_NN,0.5
297,adamW,GlorotNormal,,relu,0.9004999995231628,0.8949999809265137,0.9397592544555664,vanilla_NN,0
298,adamW,GlorotNormal,,relu,0.8899999856948853,0.8809999823570251,0.8898518681526184,vanilla_NN,0.3
299,adamW,GlorotNormal,,relu,0.8740000128746033,0.8701666593551636,0.8516296148300171,vanilla_NN,0.5
300,adamW,GlorotNormal,,tanh,0.8773333430290222,0.8773333430290222,0.8870000243186951,vanilla_NN,0
301,adamW,GlorotNormal,,tanh,0.875,0.875,0.8629814982414246,vanilla_NN,0.3
302,adamW,GlorotNormal,,tanh,0.8663333058357239,0.859499990940094,0.8387592434883118,vanilla_NN,0.5
303,adamW,GlorotNormal,,sigmoid,0.8953333497047424,0.8870000243186951,0.9465185403823853,vanilla_NN,0
304,adamW,GlorotNormal,,sigmoid,0.9020000100135803,0.8996666669845581,0.9126111268997192,vanilla_NN,0.3
305,adamW,GlorotNormal,,sigmoid,0.8963333368301392,0.8963333368301392,0.8881666660308838,vanilla_NN,0.5
306,adamW,GlorotNormal,l1,relu,0.8949999809265137,0.8916666507720947,0.937240719795227,vanilla_NN,0
307,adamW,GlorotNormal,l1,relu,0.8893333077430725,0.8889999985694885,0.887592613697052,vanilla_NN,0.3
308,adamW,GlorotNormal,l1,relu,0.8705000281333923,0.8510000109672546,0.8531666398048401,vanilla_NN,0.5
309,adamW,GlorotNormal,l1,tanh,0.8759999871253967,0.8726666569709778,0.8858333230018616,vanilla_NN,0
310,adamW,GlorotNormal,l1,tanh,0.8763333559036255,0.8661666512489319,0.8614814877510071,vanilla_NN,0.3
311,adamW,GlorotNormal,l1,tanh,0.8661666512489319,0.8659999966621399,0.8345000147819519,vanilla_NN,0.5
312,adamW,GlorotNormal,l1,sigmoid,0.8976666927337646,0.890666663646698,0.944518506526947,vanilla_NN,0
313,adamW,GlorotNormal,l1,sigmoid,0.8996666669845581,0.8963333368301392,0.9085925817489624,vanilla_NN,0.3
314,adamW,GlorotNormal,l1,sigmoid,0.8934999704360962,0.8934999704360962,0.8882777690887451,vanilla_NN,0.5
315,adamW,GlorotNormal,l2,relu,0.8956666588783264,0.8916666507720947,0.9381666779518127,vanilla_NN,0
316,adamW,GlorotNormal,l2,relu,0.8921666741371155,0.8880000114440918,0.8864444494247437,vanilla_NN,0.3
317,adamW,GlorotNormal,l2,relu,0.8798333406448364,0.8726666569709778,0.85401850938797,vanilla_NN,0.5
318,adamW,GlorotNormal,l2,tanh,0.8774999976158142,0.8676666617393494,0.8886851668357849,vanilla_NN,0
319,adamW,GlorotNormal,l2,tanh,0.875333309173584,0.8741666674613953,0.8649259209632874,vanilla_NN,0.3
320,adamW,GlorotNormal,l2,tanh,0.8694999814033508,0.8636666536331177,0.8384814858436584,vanilla_NN,0.5
321,adamW,GlorotNormal,l2,sigmoid,0.8971666693687439,0.8895000219345093,0.9451851844787598,vanilla_NN,0
322,adamW,GlorotNormal,l2,sigmoid,0.8991666436195374,0.8960000276565552,0.9104074239730835,vanilla_NN,0.3
323,adamW,GlorotNormal,l2,sigmoid,0.8949999809265137,0.8931666612625122,0.8883148431777954,vanilla_NN,0.5
